account_id,customer_id,account_type,currency,opened_date,status
3109,3109,current,GBP,2024-12-26,active
3110,3110,current,AUD,2024-08-11,active
3111,3111,savings,EUR,2024-12-14,active
3112,3112,current,AUD,2024-11-21,active
3113,3113,savings,CAD,2024-03-03,active
3114,3114,current,AUD,2024-08-02,active
3115,3115,current,AUD,2024-11-06,closed
3116,3116,current,AUD,2024-12-28,active
3117,3117,merchant,EUR,2024-12-14,active
3118,3118,savings,GBP,2024-05-24,active
3119,3119,current,GBP,2024-08-15,active
3120,3120,savings,EUR,2023-09-06,active
3121,3121,current,GBP,2024-05-21,active
3122,3122,current,CAD,2024-04-26,closed
3123,3123,current,AUD,2024-09-23,active
3124,3124,current,EUR,2024-12-22,active
3125,3125,current,CAD,2024-04-19,active
3126,3126,current,GBP,2023-03-24,active
3127,3127,current,CAD,2023-03-12,active
3128,3128,current,CAD,2024-12-17,closed
3129,3129,current,EUR,2024-10-19,active
3130,3130,current,GBP,2024-12-09,active
3131,3131,current,EUR,2024-11-06,active
3132,3132,savings,AUD,2022-08-31,active
3133,3133,current,EUR,2023-03-21,active
3134,3134,current,GBP,2024-10-25,active
3135,3135,savings,AUD,2023-08-25,active
3136,3136,current,EUR,2023-10-08,active
3137,3137,current,GBP,2023-05-20,active
3138,3138,savings,EUR,2022-09-26,active
3139,3139,current,GBP,2022-09-27,active
3140,3140,savings,AUD,2024-06-01,active
3141,3141,current,AUD,2023-12-14,active
3142,3142,current,CAD,2024-12-25,active
3143,3143,current,GBP,2022-06-01,active
3144,3144,savings,EUR,2024-12-12,active
3145,3145,savings,AUD,2024-01-17,active
3146,3146,current,EUR,2024-11-05,active
3147,3147,savings,EUR,2024-12-21,active
3148,3148,savings,AUD,2024-03-13,active
3149,3149,current,EUR,2024-11-06,active
3150,3150,savings,AUD,2024-09-03,active
3151,3151,current,GBP,2024-07-03,active
3152,3152,savings,EUR,2023-10-19,active
3153,3153,current,CAD,2024-03-30,active
3154,3154,savings,GBP,2024-03-22,active
3155,3155,current,CAD,2024-04-05,active
3156,3156,savings,CAD,2024-03-16,active
3157,3157,current,AUD,2024-08-19,active
3158,3158,current,EUR,2024-12-08,active
3159,3159,savings,EUR,2024-05-14,active
3160,3160,savings,CAD,2024-05-21,active
3161,3161,current,EUR,2024-09-02,active
3162,3162,current,CAD,2022-07-20,active
3163,3163,current,EUR,2023-04-20,active
3164,3164,current,EUR,2024-11-01,active
3165,3165,current,EUR,2024-08-23,closed
3166,3166,current,EUR,2024-01-27,closed
3167,3167,current,CAD,2024-12-19,active
3168,3168,current,AUD,2024-07-05,active
3169,3169,current,EUR,2024-07-24,active
3170,3170,savings,EUR,2024-12-10,active
3171,3171,savings,AUD,2023-06-07,active
3172,3172,savings,AUD,2024-10-27,active
3173,3173,current,EUR,2024-08-05,active
3174,3174,current,EUR,2023-09-03,active
3175,3175,savings,EUR,2024-05-26,active
3176,3176,savings,CAD,2024-11-25,active
3177,3177,current,EUR,2023-09-25,active
3178,3178,savings,CAD,2024-06-26,active
3179,3179,savings,EUR,2024-12-31,active
3180,3180,current,GBP,2023-05-11,active
3181,3181,savings,CAD,2024-03-23,active
3182,3182,savings,EUR,2024-09-24,active
3183,3183,current,AUD,2024-11-24,active
3184,3184,savings,CAD,2024-11-14,active
3185,3185,current,GBP,2023-08-14,active
3186,3186,current,EUR,2023-05-09,active
3187,3187,current,CAD,2024-07-21,active
3188,3188,savings,CAD,2023-09-01,active
3189,3189,current,AUD,2024-07-19,active
3190,3190,savings,CAD,2024-08-08,active
3191,3191,current,CAD,2023-11-01,active
3192,3192,current,GBP,2023-08-13,active
3193,3193,savings,EUR,2024-08-17,active
3194,3194,current,GBP,2024-12-09,active
3195,3195,current,EUR,2024-09-15,active
3196,3196,current,AUD,2024-11-12,active
3197,3197,savings,CAD,2024-02-22,active
3198,3198,current,EUR,2023-08-11,active
3199,3199,savings,GBP,2024-10-12,active
3200,3200,savings,EUR,2022-11-24,active
3201,3201,current,AUD,2024-07-14,active
3202,3202,current,EUR,2024-07-19,active
3203,3203,current,AUD,2024-05-08,active
3204,3204,savings,GBP,2024-12-19,active
3205,3205,current,GBP,2022-09-26,active
3206,3206,merchant,AUD,2024-10-31,active
3207,3207,savings,AUD,2024-04-24,active
3208,3208,current,EUR,2024-07-21,active
3209,3209,merchant,AUD,2024-06-06,active
3210,3210,current,AUD,2024-10-16,active
3211,3211,current,EUR,2024-11-23,active
3212,3212,current,EUR,2024-09-14,active
3213,3213,current,EUR,2024-12-15,active
3214,3214,savings,CAD,2024-05-21,active
3215,3215,savings,AUD,2024-10-03,active
3216,3216,current,AUD,2024-08-24,active
3217,3217,savings,GBP,2024-09-02,active
3218,3218,savings,AUD,2022-06-11,closed
3219,3219,current,EUR,2023-06-24,active
3220,3220,current,EUR,2024-03-10,active
3221,3221,savings,AUD,2024-12-02,active
3222,3222,current,CAD,2023-04-12,active
3223,3223,savings,EUR,2024-09-16,active
3224,3224,current,EUR,2024-04-18,active
3225,3225,current,GBP,2024-03-05,active
3226,3226,current,EUR,2023-07-14,active
3227,3227,current,GBP,2023-05-25,active
3228,3228,current,CAD,2023-09-07,active
3229,3229,current,EUR,2024-04-14,active
3230,3230,current,EUR,2024-06-10,active
3231,3231,current,GBP,2024-12-31,active
3232,3232,savings,GBP,2023-03-20,active
3233,3233,savings,GBP,2024-04-04,active
3234,3234,savings,AUD,2024-11-20,active
3235,3235,savings,EUR,2023-08-20,active
3236,3236,savings,AUD,2024-09-05,active
3237,3237,current,GBP,2024-05-04,active
3238,3238,current,EUR,2024-10-05,active
3239,3239,current,EUR,2024-07-25,active
3240,3240,current,EUR,2024-12-18,active
3241,3241,savings,CAD,2023-08-02,active
3242,3242,current,AUD,2024-08-20,active
3243,3243,current,CAD,2024-06-11,active
3244,3244,savings,GBP,2024-05-30,active
3245,3245,current,GBP,2024-01-18,active
3246,3246,current,EUR,2024-12-21,active
3247,3247,current,CAD,2024-02-13,active
3248,3248,savings,EUR,2024-08-21,active
3249,3249,savings,EUR,2024-10-14,active
3250,3250,current,EUR,2022-12-06,active
3251,3251,savings,EUR,2024-11-18,active
3252,3252,current,EUR,2024-10-15,active
3253,3253,current,CAD,2023-05-23,active
3254,3254,current,GBP,2024-10-19,active
3255,3255,current,AUD,2024-11-19,active
3256,3256,current,CAD,2024-06-14,closed
3257,3257,current,CAD,2024-09-13,active
3258,3258,savings,EUR,2024-10-11,active
3259,3259,current,EUR,2024-06-12,active
3260,3260,current,CAD,2023-06-14,active
3261,3261,savings,EUR,2024-06-08,active
3262,3262,savings,EUR,2023-04-14,active
3263,3263,savings,EUR,2024-04-10,active
3264,3264,current,EUR,2024-07-16,active
3265,3265,current,GBP,2023-11-11,active
3266,3266,savings,CAD,2024-10-26,active
3267,3267,current,AUD,2024-11-28,active
3268,3268,current,CAD,2023-11-05,active
3269,3269,current,EUR,2024-07-29,active
3270,3270,current,EUR,2024-02-23,active
3271,3271,current,AUD,2024-07-14,active
3272,3272,savings,AUD,2024-12-25,active
3273,3273,savings,EUR,2022-04-18,active
3274,3274,current,GBP,2023-03-28,active
3275,3275,current,CAD,2024-12-19,active
3276,3276,current,AUD,2024-10-28,active
3277,3277,current,EUR,2024-11-03,active
3278,3278,current,EUR,2024-12-05,closed
3279,3279,savings,EUR,2024-10-28,active
3280,3280,current,AUD,2024-07-20,active
3281,3281,current,EUR,2024-12-10,active
3282,3282,savings,CAD,2024-03-30,active
3283,3283,current,EUR,2024-06-22,active
3284,3284,savings,GBP,2023-01-04,active
3285,3285,savings,AUD,2024-10-07,active
3286,3286,current,EUR,2023-08-05,suspended
3287,3287,savings,CAD,2024-08-09,active
3288,3288,current,GBP,2024-12-27,active
3289,3289,current,AUD,2024-11-27,active
3290,3290,current,GBP,2024-05-12,active
3291,3291,savings,AUD,2024-05-23,active
3292,3292,current,CAD,2022-11-30,active
3293,3293,savings,EUR,2024-05-07,active
3294,3294,current,EUR,2024-02-12,active
3295,3295,savings,CAD,2024-01-07,active
3296,3296,current,CAD,2024-06-24,active
3297,3297,current,GBP,2024-08-16,active
3298,3298,current,EUR,2024-04-10,active
3299,3299,savings,GBP,2024-11-26,active
3300,3300,current,EUR,2024-08-07,active
3301,3301,savings,AUD,2023-05-06,active
3302,3302,current,GBP,2024-11-30,active
3303,3303,current,EUR,2022-11-26,active
3304,3304,current,GBP,2024-11-28,active
3305,3305,current,CAD,2023-10-08,active
3306,3306,savings,AUD,2024-12-25,active
3307,3307,merchant,EUR,2023-11-17,active
3308,3308,current,EUR,2024-12-16,active
3309,3309,current,EUR,2024-06-02,active
3310,3310,savings,GBP,2024-06-06,active
3311,3311,current,AUD,2024-11-26,active
3312,3312,current,GBP,2023-11-10,active
3313,3313,current,GBP,2024-09-10,active
3314,3314,current,CAD,2023-02-05,active
3315,3315,savings,EUR,2024-07-05,active
3316,3316,current,AUD,2024-08-12,active
3317,3317,current,AUD,2023-11-17,active
3318,3318,current,AUD,2024-12-30,active
3319,3319,current,CAD,2023-03-19,active
3320,3320,savings,GBP,2023-01-20,active
3321,3321,merchant,EUR,2024-08-15,active
3322,3322,savings,CAD,2024-08-19,active
3323,3323,savings,GBP,2024-08-05,active
3324,3324,savings,EUR,2024-11-01,active
3325,3325,current,AUD,2024-09-07,active
3326,3326,current,EUR,2024-05-09,active
3327,3327,current,CAD,2022-07-26,active
3328,3328,current,EUR,2024-09-03,active
3329,3329,savings,AUD,2024-12-20,suspended
3330,3330,savings,EUR,2024-06-24,active
3331,3331,current,CAD,2024-11-26,closed
3332,3332,savings,AUD,2023-12-09,active
3333,3333,savings,CAD,2024-01-05,active
3334,3334,merchant,GBP,2024-12-21,suspended
3335,3335,current,EUR,2024-11-23,active
3336,3336,current,EUR,2024-12-19,active
3337,3337,merchant,CAD,2023-11-03,active
3338,3338,current,EUR,2024-08-19,active
3339,3339,current,GBP,2024-08-29,active
3340,3340,current,CAD,2024-06-02,active
3341,3341,merchant,GBP,2024-07-29,active
3342,3342,current,GBP,2024-11-27,active
3343,3343,savings,EUR,2024-11-16,active
3344,3344,current,EUR,2024-12-17,active
3345,3345,current,CAD,2024-09-21,active
3346,3346,savings,EUR,2024-06-24,active
3347,3347,savings,AUD,2023-09-01,active
3348,3348,current,GBP,2024-09-25,active
3349,3349,savings,CAD,2024-10-23,active
3350,3350,current,CAD,2024-03-10,active
3351,3351,current,GBP,2024-12-20,active
3352,3352,current,CAD,2024-12-27,active
3353,3353,savings,EUR,2023-06-22,suspended
3354,3354,current,AUD,2024-02-29,active
3355,3355,current,AUD,2024-09-12,active
3356,3356,savings,GBP,2024-04-03,active
3357,3357,savings,CAD,2023-08-02,active
3358,3358,current,CAD,2024-12-26,active
3359,3359,savings,AUD,2024-12-31,active
3360,3360,current,EUR,2023-05-06,active
3361,3361,savings,GBP,2024-06-23,active
3362,3362,current,EUR,2024-12-04,active
3363,3363,current,EUR,2023-01-18,active
3364,3364,current,GBP,2024-07-04,active
3365,3365,current,AUD,2024-09-30,active
3366,3366,savings,GBP,2023-07-21,active
3367,3367,current,GBP,2024-05-02,active
3368,3368,savings,AUD,2023-09-01,active
3369,3369,current,EUR,2023-11-15,active
3370,3370,current,AUD,2024-04-03,active
3371,3371,savings,EUR,2023-06-25,active
3372,3372,current,CAD,2024-11-22,active
3373,3373,savings,EUR,2024-11-08,active
3374,3374,current,GBP,2023-10-06,active
3375,3375,savings,AUD,2023-09-07,active
3376,3376,savings,GBP,2023-10-29,active
3377,3377,current,CAD,2024-03-09,active
3378,3378,current,CAD,2024-09-18,active
3379,3379,savings,AUD,2023-08-23,active
3380,3380,current,AUD,2024-12-20,active
3381,3381,current,EUR,2024-10-05,active
3382,3382,current,AUD,2024-11-22,active
3383,3383,current,AUD,2024-08-24,active
3384,3384,current,EUR,2023-12-10,active
3385,3385,current,EUR,2024-09-24,active
3386,3386,current,AUD,2023-10-06,active
3387,3387,savings,EUR,2024-09-19,active
3388,3388,current,GBP,2024-05-20,suspended
3389,3389,current,AUD,2023-03-15,active
3390,3390,current,CAD,2024-09-03,active
3391,3391,savings,EUR,2023-05-20,active
3392,3392,current,GBP,2023-09-24,active
3393,3393,current,AUD,2024-04-29,active
3394,3394,savings,EUR,2024-03-16,closed
3395,3395,savings,EUR,2024-10-28,active
3396,3396,savings,EUR,2023-03-16,active
3397,3397,current,AUD,2024-07-09,active
3398,3398,current,CAD,2024-06-20,active
3399,3399,savings,CAD,2022-10-12,active
3400,3400,savings,EUR,2024-12-23,active
3401,3401,current,EUR,2024-08-22,active
3402,3402,current,CAD,2023-01-20,active
3403,3403,merchant,EUR,2023-10-27,active
3404,3404,savings,EUR,2023-08-23,active
3405,3405,current,GBP,2024-06-16,active
3406,3406,savings,EUR,2024-04-29,active
3407,3407,savings,AUD,2024-05-10,active
3408,3408,current,EUR,2024-06-04,active
3409,3409,current,EUR,2023-07-16,closed
3410,3410,savings,GBP,2024-02-25,active
3411,3411,current,EUR,2024-11-11,active
3412,3412,current,GBP,2024-07-27,active
3413,3413,savings,GBP,2024-06-29,active
3414,3414,savings,GBP,2024-12-29,active
3415,3415,current,CAD,2023-11-01,active
3416,3416,current,AUD,2024-09-11,active
3417,3417,current,AUD,2024-11-26,active
3418,3418,current,EUR,2023-09-04,active
3419,3419,current,CAD,2024-12-13,active
3420,3420,savings,GBP,2024-10-14,active
3421,3421,current,CAD,2024-05-04,active
3422,3422,current,EUR,2024-11-11,active
3423,3423,merchant,EUR,2024-07-02,active
3424,3424,current,GBP,2023-11-21,active
3425,3425,current,GBP,2022-05-24,active
3426,3426,current,EUR,2024-12-05,active
3427,3427,current,EUR,2024-09-06,active
3428,3428,savings,EUR,2024-11-05,active
3429,3429,savings,AUD,2023-05-04,active
3430,3430,merchant,EUR,2024-09-03,active
3431,3431,current,GBP,2024-12-30,active
3432,3432,savings,EUR,2024-11-02,active
3433,3433,savings,EUR,2024-07-20,active
3434,3434,current,CAD,2024-07-31,suspended
3435,3435,current,GBP,2024-07-12,active
3436,3436,savings,CAD,2024-07-24,active
3437,3437,savings,AUD,2023-06-02,closed
3438,3438,savings,EUR,2023-12-05,active
3439,3439,savings,EUR,2023-06-10,active
3440,3440,savings,GBP,2023-06-10,active
3441,3441,savings,EUR,2024-11-02,active
3442,3442,current,AUD,2024-12-04,active
3443,3443,current,CAD,2024-02-02,closed
3444,3444,current,GBP,2023-11-29,active
3445,3445,current,EUR,2024-06-19,active
3446,3446,current,AUD,2024-09-07,active
3447,3447,current,CAD,2024-12-12,active
3448,3448,savings,EUR,2024-10-02,active
3449,3449,current,EUR,2023-05-25,active
3450,3450,savings,AUD,2023-09-12,active
3451,3451,savings,EUR,2024-12-24,active
3452,3452,current,EUR,2024-08-10,active
3453,3453,current,AUD,2024-11-25,active
3454,3454,savings,GBP,2024-12-17,active
3455,3455,savings,AUD,2024-09-08,active
3456,3456,savings,EUR,2024-12-17,active
3457,3457,current,GBP,2024-10-05,active
3458,3458,savings,GBP,2023-12-02,active
3459,3459,current,GBP,2024-02-15,active
3460,3460,current,GBP,2024-06-22,active
3461,3461,current,GBP,2024-06-16,active
3462,3462,savings,EUR,2023-12-26,active
3463,3463,current,EUR,2024-07-08,active
3464,3464,savings,EUR,2024-12-15,active
3465,3465,current,GBP,2024-12-10,active
3466,3466,savings,AUD,2024-09-22,closed
3467,3467,current,EUR,2023-04-12,active
3468,3468,savings,EUR,2024-12-02,active
3469,3469,current,GBP,2024-11-15,active
3470,3470,current,AUD,2023-07-26,active
3471,3471,current,GBP,2024-07-11,active
3472,3472,current,GBP,2024-04-17,active
3473,3473,current,AUD,2023-11-16,active
3474,3474,savings,EUR,2024-10-10,active
3475,3475,current,CAD,2023-03-24,active
3476,3476,savings,AUD,2024-05-26,active
3477,3477,current,EUR,2023-12-16,active
3478,3478,savings,AUD,2024-05-06,active
3479,3479,savings,EUR,2022-12-09,active
3480,3480,savings,EUR,2024-02-18,active
3481,3481,current,GBP,2024-12-21,active
3482,3482,savings,GBP,2023-01-11,closed
3483,3483,current,AUD,2024-02-22,active
3484,3484,savings,EUR,2024-09-06,active
3485,3485,current,EUR,2024-05-21,active
3486,3486,current,GBP,2023-08-29,active
3487,3487,savings,EUR,2024-12-07,closed
3488,3488,merchant,EUR,2023-06-04,active
3489,3489,current,AUD,2024-12-18,active
3490,3490,current,CAD,2023-05-09,active
3491,3491,current,CAD,2024-08-08,active
3492,3492,current,EUR,2024-10-27,active
3493,3493,current,GBP,2023-06-09,active
3494,3494,current,EUR,2024-12-19,active
3495,3495,current,EUR,2024-12-21,active
3496,3496,current,EUR,2024-12-13,active
3497,3497,savings,EUR,2024-02-29,active
3498,3498,savings,EUR,2024-02-26,active
3499,3499,current,CAD,2024-12-09,active
3500,3500,savings,EUR,2024-05-10,active
3501,3501,savings,CAD,2024-08-19,active
3502,3502,current,GBP,2024-05-25,active
3503,3503,current,AUD,2023-02-27,active
3504,3504,savings,EUR,2022-10-07,active
3505,3505,current,EUR,2024-12-04,closed
3506,3506,current,CAD,2024-11-08,active
3507,3507,savings,EUR,2023-07-16,active
3508,3508,current,EUR,2024-02-20,closed
3509,3509,current,CAD,2024-04-26,active
3510,3510,current,AUD,2024-08-19,active
3511,3511,savings,AUD,2024-05-10,active
3512,3512,savings,GBP,2024-04-10,active
3513,3513,savings,CAD,2022-11-22,active
3514,3514,savings,EUR,2024-10-01,active
3515,3515,savings,AUD,2024-12-17,active
3516,3516,current,AUD,2023-01-16,active
3517,3517,current,CAD,2024-07-30,active
3518,3518,savings,CAD,2024-04-25,active
3519,3519,current,CAD,2024-07-07,active
3520,3520,current,CAD,2024-11-06,active
3521,3521,current,CAD,2024-11-16,active
3522,3522,current,EUR,2023-07-29,active
3523,3523,current,CAD,2024-05-15,active
3524,3524,savings,GBP,2024-07-07,active
3525,3525,current,AUD,2024-05-16,active
3526,3526,current,CAD,2024-08-12,active
3527,3527,savings,CAD,2022-11-20,active
3528,3528,current,CAD,2024-08-10,active
3529,3529,savings,CAD,2023-09-04,active
3530,3530,savings,CAD,2024-11-20,active
3531,3531,savings,CAD,2024-05-20,active
3532,3532,current,EUR,2024-03-01,active
3533,3533,current,CAD,2023-08-25,active
3534,3534,savings,EUR,2023-01-17,active
3535,3535,current,CAD,2024-11-09,active
3536,3536,merchant,EUR,2023-07-04,active
3537,3537,current,GBP,2023-09-13,active
3538,3538,current,EUR,2024-01-03,active
3539,3539,savings,GBP,2023-02-13,active
3540,3540,savings,GBP,2024-12-19,active
3541,3541,savings,GBP,2024-04-24,active
3542,3542,current,CAD,2024-09-21,active
3543,3543,savings,GBP,2022-05-21,active
3544,3544,current,AUD,2024-10-27,active
3545,3545,savings,GBP,2024-10-27,active
3546,3546,current,AUD,2024-10-23,active
3547,3547,current,GBP,2024-05-12,active
3548,3548,merchant,GBP,2024-10-01,active
3549,3549,savings,EUR,2023-03-26,active
3550,3550,current,CAD,2024-11-01,active
3551,3551,current,EUR,2023-12-01,active
3552,3552,current,GBP,2022-12-05,active
3553,3553,current,CAD,2024-08-17,active
3554,3554,savings,GBP,2024-12-01,active
3555,3555,current,EUR,2024-12-21,active
3556,3556,current,EUR,2024-08-11,active
3557,3557,current,EUR,2024-08-15,active
3558,3558,savings,CAD,2024-10-15,active
3559,3559,savings,AUD,2024-10-11,active
3560,3560,current,AUD,2024-11-02,active
3561,3561,savings,GBP,2024-07-04,active
3562,3562,current,EUR,2023-04-12,active
3563,3563,savings,EUR,2024-12-13,active
3564,3564,current,GBP,2023-12-21,active
3565,3565,current,GBP,2024-10-15,active
3566,3566,savings,GBP,2024-12-23,active
3567,3567,current,CAD,2024-10-29,active
3568,3568,savings,AUD,2024-01-14,active
3569,3569,current,CAD,2023-12-24,active
3570,3570,current,GBP,2024-12-27,active
3571,3571,savings,EUR,2024-03-27,active
3572,3572,savings,AUD,2022-02-04,active
3573,3573,savings,EUR,2024-09-16,active
3574,3574,current,CAD,2024-06-13,active
3575,3575,current,CAD,2023-10-05,active
3576,3576,current,EUR,2024-10-05,active
3577,3577,current,AUD,2024-04-30,active
3578,3578,current,EUR,2023-04-03,active
3579,3579,current,EUR,2022-09-26,active
3580,3580,current,AUD,2023-06-05,active
3581,3581,current,EUR,2023-05-21,active
3582,3582,current,GBP,2024-10-10,active
3583,3583,current,EUR,2023-02-21,active
3584,3584,current,EUR,2024-10-01,active
3585,3585,savings,EUR,2024-09-25,active
3586,3586,savings,EUR,2024-03-17,active
3587,3587,current,EUR,2023-04-20,active
3588,3588,savings,AUD,2023-06-22,active
3589,3589,current,EUR,2024-02-17,active
3590,3590,savings,EUR,2023-10-22,active
3591,3591,current,AUD,2024-12-31,active
3592,3592,current,EUR,2024-09-12,suspended
3593,3593,savings,EUR,2024-06-06,active
3594,3594,savings,EUR,2024-01-21,active
3595,3595,current,GBP,2024-12-10,active
3596,3596,merchant,AUD,2024-03-28,active
3597,3597,savings,CAD,2023-03-26,active
3598,3598,savings,CAD,2023-12-20,active
3599,3599,current,AUD,2023-03-13,active
3600,3600,savings,GBP,2024-08-09,active
3601,3601,savings,CAD,2024-10-28,active
3602,3602,current,EUR,2023-06-25,active
3603,3603,current,EUR,2023-11-18,active
3604,3604,current,EUR,2023-08-27,active
3605,3605,savings,EUR,2024-11-06,active
3606,3606,current,EUR,2023-07-28,active
3607,3607,savings,GBP,2024-11-17,active
3608,3608,current,EUR,2024-11-03,active
3609,3609,current,GBP,2024-05-05,active
3610,3610,current,EUR,2024-11-21,active
3611,3611,current,GBP,2023-11-26,active
3612,3612,savings,GBP,2023-02-04,active
3613,3613,savings,CAD,2024-09-05,active
3614,3614,savings,CAD,2024-02-18,active
3615,3615,current,CAD,2023-05-29,active
3616,3616,current,CAD,2022-08-31,active
3617,3617,current,EUR,2023-09-12,active
3618,3618,merchant,CAD,2024-02-28,active
3619,3619,savings,EUR,2024-12-27,active
3620,3620,current,CAD,2024-12-25,active
3621,3621,savings,CAD,2024-03-21,active
3622,3622,current,EUR,2023-09-20,suspended
3623,3623,current,AUD,2024-10-21,active
3624,3624,savings,GBP,2024-08-29,active
3625,3625,current,GBP,2023-06-18,closed
3626,3626,savings,GBP,2024-08-30,active
3627,3627,current,AUD,2024-10-21,active
3628,3628,savings,EUR,2024-08-31,active
3629,3629,current,EUR,2024-11-22,active
3630,3630,current,EUR,2024-09-17,active
3631,3631,current,EUR,2024-12-25,active
3632,3632,current,EUR,2024-05-04,suspended
3633,3633,savings,AUD,2024-12-04,active
3634,3634,current,AUD,2023-06-23,active
3635,3635,savings,EUR,2023-06-04,suspended
3636,3636,current,EUR,2024-06-27,active
3637,3637,current,CAD,2024-10-10,active
3638,3638,current,AUD,2024-01-23,active
3639,3639,merchant,AUD,2024-04-30,active
3640,3640,current,EUR,2024-10-24,active
3641,3641,current,AUD,2024-12-31,active
3642,3642,current,CAD,2024-02-11,active
3643,3643,current,EUR,2024-06-22,active
3644,3644,current,GBP,2022-09-22,active
3645,3645,savings,CAD,2024-07-24,active
3646,3646,current,AUD,2024-02-22,active
3647,3647,merchant,GBP,2024-03-10,active
3648,3648,savings,CAD,2024-07-25,active
3649,3649,current,EUR,2023-05-11,suspended
3650,3650,current,CAD,2023-06-19,closed
3651,3651,current,GBP,2024-12-31,active
3652,3652,savings,GBP,2024-11-18,active
3653,3653,current,AUD,2024-10-29,active
3654,3654,savings,CAD,2024-12-04,active
3655,3655,current,CAD,2024-11-14,active
3656,3656,savings,AUD,2023-02-08,active
3657,3657,current,GBP,2024-04-19,active
3658,3658,current,CAD,2024-01-23,closed
3659,3659,savings,GBP,2024-03-30,active
3660,3660,current,EUR,2024-10-18,active
3661,3661,savings,EUR,2024-12-03,active
3662,3662,savings,CAD,2024-01-13,active
3663,3663,savings,AUD,2024-06-22,active
3664,3664,current,AUD,2024-11-04,active
3665,3665,current,CAD,2024-03-08,active
3666,3666,current,EUR,2024-06-09,active
3667,3667,current,CAD,2024-10-03,active
3668,3668,current,AUD,2023-06-07,active
3669,3669,savings,AUD,2024-05-31,active
3670,3670,current,GBP,2024-08-17,active
3671,3671,current,CAD,2024-04-27,active
3672,3672,current,AUD,2024-06-18,active
3673,3673,current,EUR,2024-05-13,active
3674,3674,current,CAD,2024-09-17,active
3675,3675,current,AUD,2024-12-08,active
3676,3676,savings,EUR,2022-11-04,active
3677,3677,current,AUD,2023-02-28,active
3678,3678,savings,EUR,2024-06-14,active
3679,3679,savings,AUD,2024-11-16,active
3680,3680,current,AUD,2024-08-14,active
3681,3681,savings,CAD,2023-09-03,active
3682,3682,current,EUR,2024-11-02,active
3683,3683,current,GBP,2024-11-15,active
3684,3684,current,EUR,2024-03-13,active
3685,3685,current,EUR,2023-09-25,active
3686,3686,savings,AUD,2024-05-08,active
3687,3687,current,EUR,2024-07-25,active
3688,3688,current,GBP,2023-08-12,active
3689,3689,merchant,EUR,2024-08-22,active
3690,3690,current,CAD,2023-06-11,active
3691,3691,current,AUD,2024-12-27,suspended
3692,3692,current,GBP,2024-12-28,active
3693,3693,savings,EUR,2024-03-30,active
3694,3694,savings,GBP,2024-11-24,active
3695,3695,current,EUR,2024-01-02,active
3696,3696,savings,CAD,2024-12-05,active
3697,3697,current,CAD,2023-10-23,active
3698,3698,current,CAD,2023-11-04,active
3699,3699,current,CAD,2023-09-15,active
3700,3700,savings,EUR,2024-05-05,closed
3701,3701,current,GBP,2024-01-31,active
3702,3702,savings,EUR,2024-11-20,active
3703,3703,savings,EUR,2024-04-24,active
3704,3704,current,AUD,2024-10-20,active
3705,3705,savings,AUD,2022-07-30,active
3706,3706,savings,EUR,2024-12-22,active
3707,3707,savings,GBP,2023-07-06,active
3708,3708,current,EUR,2024-08-14,active
3709,3709,merchant,EUR,2023-11-09,active
3710,3710,savings,CAD,2023-08-06,active
3711,3711,current,EUR,2023-01-15,active
3712,3712,current,EUR,2022-11-08,active
3713,3713,savings,EUR,2023-07-18,active
3714,3714,savings,CAD,2024-04-30,closed
3715,3715,current,EUR,2024-05-13,active
3716,3716,current,EUR,2023-10-22,closed
3717,3717,savings,EUR,2023-12-08,active
3718,3718,merchant,GBP,2024-07-28,active
3719,3719,current,EUR,2023-02-19,active
3720,3720,savings,EUR,2024-07-15,active
3721,3721,current,EUR,2024-09-16,active
3722,3722,current,CAD,2023-08-28,active
3723,3723,current,EUR,2024-01-27,active
3724,3724,current,EUR,2024-11-19,active
3725,3725,current,GBP,2023-12-29,active
3726,3726,current,GBP,2024-05-09,suspended
3727,3727,savings,EUR,2024-08-31,active
3728,3728,savings,GBP,2023-06-01,active
3729,3729,savings,EUR,2024-01-22,active
3730,3730,current,EUR,2024-06-13,active
3731,3731,current,GBP,2024-04-06,active
3732,3732,current,CAD,2023-12-08,active
3733,3733,savings,EUR,2022-10-07,active
3734,3734,savings,CAD,2024-12-03,active
3735,3735,current,EUR,2024-05-03,active
3736,3736,merchant,AUD,2024-07-13,active
3737,3737,current,EUR,2024-07-30,active
3738,3738,current,EUR,2022-12-26,active
3739,3739,savings,EUR,2024-05-31,active
3740,3740,savings,EUR,2023-09-05,active
3741,3741,savings,GBP,2024-12-14,active
3742,3742,current,CAD,2024-09-10,active
3743,3743,savings,CAD,2024-06-07,active
3744,3744,current,EUR,2024-02-09,closed
3745,3745,current,AUD,2024-10-24,active
3746,3746,savings,EUR,2024-06-13,active
3747,3747,merchant,CAD,2023-12-23,active
3748,3748,current,EUR,2024-10-08,active
3749,3749,savings,EUR,2024-12-13,active
3750,3750,current,EUR,2022-07-11,active
3751,3751,current,CAD,2024-04-19,active
3752,3752,current,CAD,2024-09-07,active
3753,3753,savings,EUR,2023-04-27,active
3754,3754,current,AUD,2024-03-11,active
3755,3755,savings,EUR,2024-07-29,active
3756,3756,current,GBP,2022-10-25,active
3757,3757,current,EUR,2024-09-17,active
