transaction_id,account_id,merchant_id,amount,currency,transaction_date,transaction_type,status
28350,1324,23,3338.69,EUR,2024-08-18 23:30:42,purchase,completed
28351,5197,306,1861.23,EUR,2024-10-26 22:35:59,purchase,completed
28352,5934,282,2913.9,GBP,2024-09-01 22:40:18,purchase,completed
28353,126,432,52.3,AUD,2024-08-05 06:33:39,purchase,completed
28354,249,324,1304.38,GBP,2024-09-23 11:37:55,purchase,completed
28355,1355,503,3188.45,AUD,2024-12-22 22:05:52,purchase,completed
28356,1969,,1002.23,EUR,2024-04-30 22:32:53,transfer,completed
28357,3838,741,1998.1,EUR,2024-04-05 15:48:43,purchase,completed
28358,2869,767,4875.9,EUR,2024-11-17 07:47:25,purchase,completed
28359,3753,614,2656.54,EUR,2024-12-05 10:53:44,purchase,pending
28360,5200,197,3002.32,AUD,2024-12-16 03:17:29,purchase,completed
28361,4401,,474.54,AUD,2023-08-31 21:31:20,transfer,completed
28362,2922,318,1572.07,EUR,2024-12-23 18:30:18,purchase,completed
28363,2459,460,4079.16,CAD,2024-03-12 23:12:18,purchase,completed
28364,982,,2674.83,EUR,2024-08-28 22:16:37,transfer,completed
28365,4625,608,3564.49,GBP,2024-12-12 03:59:52,purchase,completed
28366,2424,411,2730.89,EUR,2024-12-10 16:32:51,purchase,completed
28367,5495,447,470.06,CAD,2024-10-14 22:11:43,purchase,completed
28368,661,112,1359.4,CAD,2023-09-04 21:39:17,purchase,completed
28369,1900,237,2207.03,GBP,2024-08-25 20:07:29,purchase,failed
28370,4541,304,1807.24,GBP,2024-11-26 17:59:38,purchase,completed
28371,3115,425,1264.66,AUD,2024-12-30 02:54:49,purchase,completed
28372,4147,750,608.66,EUR,2024-11-21 16:54:15,purchase,completed
28373,3649,,4027.08,EUR,2024-11-03 12:35:23,transfer,completed
28374,1023,76,3965.06,AUD,2024-09-25 23:59:58,purchase,completed
28375,1241,440,2816.54,EUR,2024-12-31 14:01:56,purchase,completed
28376,4996,,4389.29,EUR,2024-04-05 09:43:38,transfer,pending
28377,1942,174,1636.45,GBP,2024-12-15 06:28:53,purchase,completed
28378,5320,696,4711.89,EUR,2024-12-01 17:26:43,purchase,failed
28379,3580,,1203.89,AUD,2024-11-25 15:27:10,transfer,completed
28380,5033,575,1118.44,EUR,2024-10-29 00:46:03,purchase,completed
28381,1959,489,1464.54,GBP,2024-08-10 14:34:49,purchase,failed
28382,4666,489,2647.34,GBP,2024-08-15 11:20:27,purchase,completed
28383,5755,647,1270.47,EUR,2024-12-06 06:51:24,purchase,completed
28384,2037,697,573.32,EUR,2023-09-10 10:40:00,purchase,completed
28385,5302,553,1338.68,GBP,2024-10-07 23:42:39,purchase,completed
28386,1123,282,385.02,GBP,2024-11-26 03:59:25,purchase,completed
28387,958,255,2240.21,CAD,2024-12-27 05:23:37,purchase,completed
28388,2971,78,1719.63,EUR,2024-12-30 13:12:43,purchase,completed
28389,2379,624,43.88,EUR,2024-03-07 05:57:33,purchase,completed
28390,5529,57,3195.58,EUR,2024-12-23 11:59:53,purchase,completed
28391,5656,771,137.29,EUR,2024-10-27 04:27:30,refund,completed
28392,399,68,888.47,AUD,2024-12-24 14:51:27,purchase,completed
28393,5567,196,2848.7,AUD,2024-12-28 11:59:44,purchase,completed
28394,40,310,2714.13,AUD,2024-03-30 11:34:00,purchase,completed
28395,4393,312,1562.42,CAD,2024-12-28 02:02:27,purchase,completed
28396,3550,597,2635.06,CAD,2024-12-03 23:43:14,purchase,completed
28397,1570,39,2468.81,EUR,2024-04-13 11:49:00,purchase,completed
28398,3429,435,1155.97,AUD,2024-12-26 20:27:04,purchase,completed
28399,4098,303,3677.9,EUR,2024-12-01 01:21:19,purchase,completed
28400,1852,732,4726.84,EUR,2024-12-23 01:44:50,purchase,completed
28401,115,177,2109.43,EUR,2024-06-24 14:17:42,purchase,completed
28402,2056,789,190.61,EUR,2024-09-11 12:43:13,purchase,completed
28403,4195,,3539.08,AUD,2024-12-24 00:45:00,transfer,completed
28404,2427,,262.65,GBP,2024-09-13 01:33:07,transfer,completed
28405,3303,611,246.49,EUR,2024-09-06 09:47:33,purchase,completed
28406,5222,203,3959.47,EUR,2024-02-24 00:39:55,purchase,completed
28407,3946,553,3643.73,CAD,2023-09-14 23:32:35,purchase,failed
28408,4994,200,2541.31,EUR,2024-12-04 00:55:11,purchase,completed
28409,2215,670,487.29,CAD,2024-07-12 15:23:39,purchase,pending
28410,4424,202,3663.82,GBP,2024-12-14 18:56:26,purchase,completed
28411,175,180,1714.39,EUR,2024-11-29 10:21:09,purchase,completed
28412,3113,,2914.74,CAD,2024-06-04 16:38:10,transfer,completed
28413,5264,157,4210.13,CAD,2024-12-25 17:24:47,purchase,failed
28414,4250,,230.26,AUD,2024-07-28 01:04:43,transfer,completed
28415,1694,632,2739.1,EUR,2024-10-04 09:54:02,purchase,completed
28416,57,689,3102.25,CAD,2024-12-24 09:58:31,purchase,completed
28417,3045,57,1104.39,CAD,2024-07-07 16:10:30,purchase,completed
28418,333,19,779.42,CAD,2024-03-23 07:34:13,purchase,completed
28419,3475,544,715.92,CAD,2024-12-31 12:34:47,purchase,completed
28420,612,506,1556.82,AUD,2024-12-29 16:16:27,purchase,completed
28421,1187,568,222.55,CAD,2024-08-02 14:41:45,refund,completed
28422,5928,102,4167.98,AUD,2024-12-15 05:53:13,purchase,completed
28423,2980,528,1464.5,EUR,2024-12-06 19:03:40,purchase,completed
28424,461,,4656.89,EUR,2024-12-09 22:35:22,transfer,completed
28425,4336,228,110.86,CAD,2024-10-16 06:31:50,refund,completed
28426,5056,514,2201.48,AUD,2024-10-06 15:44:33,purchase,completed
28427,3706,97,4020.7,EUR,2024-12-31 08:12:07,purchase,completed
28428,2644,40,851.76,EUR,2024-12-11 07:28:51,purchase,completed
28429,20,13,4147.47,CAD,2024-09-03 13:36:40,purchase,completed
28430,951,574,979.94,AUD,2024-12-02 07:22:22,purchase,completed
28431,3198,741,2521.04,EUR,2023-08-11 10:33:09,purchase,completed
28432,3351,709,3025.65,GBP,2024-12-25 07:37:17,purchase,completed
28433,880,626,4776.41,GBP,2024-12-08 20:59:22,purchase,failed
28434,3519,140,2557.79,CAD,2024-07-11 08:57:35,purchase,failed
28435,1234,691,875.11,CAD,2024-12-31 00:39:05,purchase,completed
28436,1996,775,2647.64,EUR,2024-12-10 08:41:42,purchase,completed
28437,3039,625,1070.02,CAD,2024-02-13 22:20:36,purchase,completed
28438,3718,48,2575.51,GBP,2024-12-23 18:04:26,purchase,completed
28439,3121,45,2092.66,GBP,2024-08-19 07:29:33,purchase,completed
28440,2584,411,2672.06,EUR,2024-08-30 12:01:16,purchase,completed
28441,1140,350,3954.19,CAD,2024-10-14 05:05:08,purchase,failed
28442,266,151,4872.91,EUR,2024-12-11 09:16:23,purchase,completed
28443,3740,715,2311.38,EUR,2024-01-18 01:17:04,purchase,completed
28444,618,195,4225.11,CAD,2024-12-03 06:21:12,purchase,completed
28445,2080,100,1626.62,EUR,2023-03-18 12:39:28,purchase,completed
28446,4748,669,2170.87,GBP,2024-11-26 23:18:28,purchase,completed
28447,1154,121,4011.78,EUR,2024-11-27 06:22:26,purchase,failed
28448,5962,,766.73,AUD,2024-11-02 05:04:37,transfer,completed
28449,1348,407,4604.26,EUR,2024-11-05 08:27:15,purchase,completed
28450,4476,,3093.16,GBP,2024-10-05 16:41:11,transfer,completed
28451,3650,,1828.88,CAD,2023-12-05 04:58:19,transfer,completed
28452,1858,777,3958.11,EUR,2024-12-27 15:20:13,purchase,completed
28453,5380,255,3146.91,CAD,2024-05-20 11:26:50,purchase,completed
28454,4935,667,3688.37,EUR,2024-10-19 13:23:22,purchase,completed
28455,555,742,3242.44,GBP,2023-11-04 04:12:42,purchase,failed
28456,109,516,143.72,EUR,2024-07-09 03:37:00,purchase,failed
28457,4143,215,2905.54,AUD,2024-09-29 22:38:27,purchase,completed
28458,472,455,3543.84,EUR,2024-11-12 09:09:34,purchase,completed
28459,1293,455,161.52,AUD,2024-07-20 15:49:40,refund,completed
28460,5537,607,3620.5,EUR,2024-12-25 04:35:10,purchase,completed
28461,3299,,2647.39,GBP,2024-12-25 08:37:03,transfer,completed
28462,2549,,836.56,EUR,2024-09-30 15:14:17,transfer,completed
28463,2592,,4949.99,CAD,2023-10-18 10:10:48,transfer,completed
28464,2784,633,2701.31,EUR,2024-12-25 05:06:25,purchase,completed
28465,3923,140,1331.86,AUD,2024-04-08 08:05:20,purchase,completed
28466,4581,613,2590.62,EUR,2024-12-14 08:21:52,purchase,completed
28467,4245,15,1313.07,EUR,2024-10-15 11:16:54,purchase,completed
28468,4269,513,4901.27,CAD,2024-12-27 20:59:32,purchase,failed
28469,1361,753,3099.8,AUD,2024-07-25 17:52:29,purchase,completed
28470,2148,,3758.77,EUR,2024-12-07 12:20:37,transfer,completed
28471,2446,108,3251.56,GBP,2024-12-28 21:38:09,purchase,pending
28472,1421,695,2617.0,EUR,2024-04-16 06:52:44,purchase,completed
28473,1372,409,319.9,AUD,2024-05-13 12:02:02,purchase,completed
28474,1693,,2882.51,GBP,2024-02-01 22:59:39,transfer,completed
28475,4590,792,312.59,CAD,2024-10-27 23:02:16,purchase,completed
28476,1589,283,1135.42,CAD,2024-12-15 03:42:29,purchase,completed
28477,2771,,1159.76,GBP,2024-10-18 04:43:35,transfer,completed
28478,1598,,1039.72,EUR,2024-11-26 21:12:01,transfer,completed
28479,2779,,4569.91,AUD,2023-12-27 02:14:02,transfer,completed
28480,4423,600,2472.14,AUD,2024-11-25 00:02:21,purchase,completed
28481,286,606,1803.72,CAD,2024-11-14 02:26:29,purchase,completed
28482,2432,90,2733.15,EUR,2023-08-31 16:21:46,purchase,failed
28483,2494,678,2532.77,GBP,2024-11-11 10:00:47,purchase,completed
28484,2354,347,696.44,EUR,2024-11-09 03:41:27,purchase,completed
28485,439,54,4432.52,EUR,2024-12-21 10:40:16,purchase,completed
28486,1705,490,4046.24,GBP,2024-01-04 07:02:33,purchase,completed
28487,109,345,2269.57,EUR,2024-12-11 17:30:28,purchase,completed
28488,4510,84,173.57,EUR,2024-12-18 20:33:23,refund,completed
28489,1612,791,4530.7,EUR,2024-07-18 22:37:19,purchase,completed
28490,4178,388,3917.98,AUD,2024-12-26 09:45:14,purchase,completed
28491,3479,,1927.68,EUR,2023-02-23 14:45:41,transfer,completed
28492,4669,284,3523.74,GBP,2024-12-25 20:07:56,purchase,completed
28493,1333,,725.41,EUR,2024-08-14 22:55:24,transfer,completed
28494,5657,532,2947.9,CAD,2024-12-20 02:09:14,purchase,failed
28495,757,,3415.49,EUR,2024-12-15 05:14:14,transfer,completed
28496,5850,107,2001.37,EUR,2024-10-04 08:53:08,purchase,completed
28497,910,291,3816.41,CAD,2024-11-30 01:18:59,purchase,completed
28498,3280,69,2358.65,AUD,2024-08-13 01:21:31,purchase,completed
28499,2759,438,1683.95,CAD,2024-12-30 04:14:03,purchase,completed
28500,4161,,4260.03,CAD,2024-07-22 14:40:18,transfer,completed
28501,244,216,4120.32,EUR,2024-02-22 20:44:54,purchase,completed
28502,2936,469,322.24,AUD,2024-10-06 02:15:09,purchase,completed
28503,3857,47,966.12,CAD,2024-12-11 05:59:34,purchase,completed
28504,1066,,3105.01,GBP,2024-11-17 14:47:50,transfer,failed
28505,3439,527,4163.55,EUR,2024-03-01 17:37:18,purchase,completed
28506,1795,,2112.0,EUR,2024-01-22 21:55:08,transfer,completed
28507,3511,281,2209.75,AUD,2024-10-05 23:49:41,purchase,completed
28508,421,202,1766.51,EUR,2024-12-23 01:58:58,purchase,completed
28509,2278,,641.54,CAD,2024-04-23 08:01:07,transfer,completed
28510,3075,,2920.22,CAD,2024-10-17 23:26:41,transfer,completed
28511,2292,563,2476.26,GBP,2024-11-18 14:27:50,purchase,completed
28512,3528,211,153.91,CAD,2024-10-27 15:50:08,purchase,completed
28513,3938,368,3879.77,GBP,2023-08-07 12:13:00,purchase,completed
28514,3457,520,3029.13,GBP,2024-12-07 05:48:26,purchase,completed
28515,5529,602,2504.37,EUR,2024-12-21 13:30:40,purchase,pending
28516,5590,33,4018.12,EUR,2024-10-12 22:31:19,purchase,failed
28517,1492,264,3162.27,CAD,2024-11-04 19:42:41,purchase,completed
28518,2072,,821.39,EUR,2024-10-27 20:00:53,transfer,completed
28519,2277,315,4895.45,GBP,2024-09-11 00:08:38,purchase,completed
28520,659,,2875.03,EUR,2023-11-21 05:15:33,transfer,completed
28521,2040,79,3543.84,AUD,2024-06-11 12:50:00,purchase,failed
28522,4824,16,2609.23,EUR,2024-11-12 02:44:41,purchase,completed
28523,222,,2294.76,EUR,2024-12-02 07:22:13,transfer,completed
28524,1023,44,3794.63,AUD,2024-11-06 11:47:10,purchase,completed
28525,2807,385,57.33,CAD,2024-11-25 05:12:27,purchase,completed
28526,3540,310,4583.93,GBP,2024-12-28 00:46:48,purchase,completed
28527,936,651,582.13,EUR,2024-07-27 09:38:57,purchase,completed
28528,5208,656,1456.94,GBP,2024-12-29 12:14:46,purchase,completed
28529,3109,263,3622.82,GBP,2024-12-26 18:54:14,purchase,completed
28530,373,702,161.39,EUR,2024-01-03 16:08:55,purchase,completed
28531,1861,316,3630.27,GBP,2024-11-15 07:16:54,purchase,completed
28532,3372,,1433.3,CAD,2024-12-13 11:58:00,transfer,completed
28533,1100,518,2421.85,AUD,2024-05-31 17:58:56,purchase,completed
28534,203,623,119.05,EUR,2024-12-30 15:57:31,refund,completed
28535,3349,547,3644.43,CAD,2024-11-01 16:24:01,purchase,completed
28536,3137,282,1801.86,GBP,2024-09-06 00:20:56,purchase,completed
28537,2424,561,1257.36,EUR,2023-05-10 06:49:42,purchase,completed
28538,2766,665,2958.57,AUD,2024-12-19 21:19:56,purchase,completed
28539,5829,74,1191.98,AUD,2024-10-28 01:55:10,purchase,completed
28540,5499,514,4138.58,AUD,2024-09-01 03:11:18,purchase,completed
28541,2738,768,1085.05,CAD,2024-12-28 14:48:50,purchase,completed
28542,722,477,2678.68,EUR,2023-03-11 11:10:41,purchase,completed
28543,521,195,4136.18,EUR,2024-12-24 03:31:54,purchase,completed
28544,1294,171,1183.21,EUR,2024-11-24 08:45:12,purchase,completed
28545,681,797,3086.67,GBP,2024-08-28 17:20:21,purchase,completed
28546,4747,269,2605.6,EUR,2024-12-07 21:22:16,purchase,completed
28547,1023,475,4106.59,AUD,2024-12-31 21:58:38,purchase,completed
28548,3977,572,4071.95,AUD,2024-11-22 21:38:20,purchase,completed
28549,4831,528,289.87,CAD,2024-04-22 15:55:49,refund,completed
28550,2568,799,1223.99,EUR,2024-09-14 15:44:02,purchase,completed
28551,3974,517,2163.6,EUR,2024-11-21 20:39:53,purchase,completed
28552,1858,638,2927.74,EUR,2024-12-25 20:34:17,purchase,completed
28553,304,329,1352.76,AUD,2023-09-14 04:53:10,purchase,completed
28554,2675,485,1887.23,GBP,2023-09-26 11:26:40,purchase,completed
28555,2151,533,2695.01,CAD,2024-12-16 19:10:31,purchase,completed
28556,463,539,2266.51,CAD,2024-10-19 09:48:30,purchase,completed
28557,1135,71,26.0,EUR,2024-06-30 11:19:51,refund,completed
28558,3522,164,1983.82,EUR,2024-01-26 17:12:55,purchase,failed
28559,3130,749,4042.72,GBP,2024-12-19 11:28:59,purchase,failed
28560,2958,,4685.78,AUD,2024-12-31 15:24:57,transfer,completed
28561,5855,383,2392.89,EUR,2024-10-13 15:01:36,purchase,completed
28562,1005,324,200.58,GBP,2024-12-31 21:11:12,purchase,completed
28563,3712,712,900.6,EUR,2023-08-28 15:44:27,purchase,completed
28564,4323,224,2050.06,AUD,2024-11-02 10:20:36,purchase,completed
28565,4351,191,785.43,GBP,2024-12-16 19:03:36,purchase,completed
28566,647,255,4145.56,EUR,2024-07-04 13:33:32,purchase,completed
28567,239,,507.71,EUR,2024-11-13 23:37:11,transfer,completed
28568,94,,1822.36,GBP,2024-06-28 07:48:02,transfer,completed
28569,1374,447,185.69,EUR,2024-10-20 23:40:08,refund,completed
28570,3096,714,697.64,EUR,2024-11-22 21:37:43,purchase,completed
28571,1582,481,2171.27,EUR,2024-12-13 23:56:02,purchase,completed
28572,3719,151,341.4,EUR,2024-09-04 21:13:03,purchase,completed
28573,414,584,4742.67,EUR,2024-11-21 04:08:05,purchase,completed
28574,3073,,416.45,CAD,2024-10-18 07:49:30,transfer,completed
28575,4327,401,2027.82,EUR,2024-09-10 21:47:39,purchase,completed
28576,1883,106,1801.76,EUR,2024-12-19 07:39:41,purchase,completed
28577,3661,,197.24,EUR,2024-12-17 21:46:25,transfer,failed
28578,995,677,224.07,GBP,2024-11-18 16:21:20,purchase,completed
28579,5056,390,1818.46,AUD,2024-10-11 23:21:50,purchase,pending
28580,1247,128,362.55,EUR,2024-12-31 03:01:11,purchase,completed
28581,4913,429,3333.25,GBP,2024-11-05 08:13:31,purchase,completed
28582,5982,638,2898.22,EUR,2024-09-06 00:08:05,purchase,completed
28583,4308,431,4162.72,AUD,2024-12-24 11:07:34,purchase,completed
28584,3188,562,2951.77,CAD,2024-08-07 08:06:40,purchase,completed
28585,1607,712,3825.21,AUD,2024-12-30 14:33:57,purchase,completed
28586,2691,492,1926.12,CAD,2024-06-28 23:53:42,purchase,completed
28587,3805,386,287.55,EUR,2024-10-11 17:20:30,refund,pending
28588,137,144,529.46,EUR,2024-11-14 03:33:56,purchase,completed
28589,3695,131,4961.19,EUR,2024-02-29 18:11:10,purchase,completed
28590,4398,165,2.62,GBP,2024-12-09 07:57:35,purchase,completed
28591,4795,44,2305.01,EUR,2024-12-07 04:01:44,purchase,completed
28592,4341,1,122.11,AUD,2024-06-09 22:29:57,refund,completed
28593,5509,562,147.12,GBP,2024-01-25 22:08:38,purchase,completed
28594,1516,295,1521.69,EUR,2024-11-06 00:44:29,purchase,completed
28595,1314,252,549.24,GBP,2023-07-28 22:30:21,purchase,completed
28596,5416,548,1966.71,AUD,2024-01-15 15:12:43,purchase,completed
28597,2144,96,140.69,EUR,2024-10-30 01:05:50,purchase,completed
28598,405,656,2055.95,CAD,2024-08-13 17:37:35,purchase,completed
28599,5968,112,1725.61,EUR,2023-05-08 21:33:53,purchase,completed
28600,3603,230,491.4,EUR,2024-12-07 00:16:28,purchase,completed
28601,4451,794,291.08,CAD,2024-09-24 19:36:25,refund,completed
28602,2303,590,26.17,AUD,2024-05-11 17:49:51,purchase,completed
28603,37,726,1436.21,CAD,2024-06-20 21:12:51,purchase,completed
28604,5587,724,2740.23,EUR,2023-12-30 17:32:07,purchase,completed
28605,5610,,2453.79,AUD,2024-09-09 07:04:52,transfer,completed
28606,5177,225,2352.45,CAD,2024-08-07 10:14:18,purchase,completed
28607,4177,691,3309.83,EUR,2024-08-01 19:08:27,purchase,completed
28608,1638,451,4153.54,GBP,2024-11-30 11:24:01,purchase,completed
28609,174,44,3537.79,GBP,2024-12-31 08:05:50,purchase,completed
28610,3565,297,3499.71,GBP,2024-11-24 03:30:38,purchase,completed
28611,3708,75,2656.19,EUR,2024-12-20 04:54:20,purchase,completed
28612,963,544,3419.86,GBP,2024-12-31 16:32:08,purchase,completed
28613,4888,437,131.41,AUD,2024-11-24 15:39:53,purchase,failed
28614,3666,44,1547.7,EUR,2024-07-29 15:21:20,purchase,completed
28615,716,60,182.49,EUR,2023-08-05 04:19:23,purchase,completed
28616,3779,390,3523.56,GBP,2024-09-22 00:18:03,purchase,completed
28617,1533,14,2211.71,EUR,2024-12-03 07:53:00,purchase,completed
28618,3397,348,203.86,AUD,2024-11-16 20:37:47,purchase,completed
28619,293,585,1864.38,CAD,2023-10-01 15:33:34,purchase,completed
28620,1924,695,4447.41,EUR,2024-10-21 13:32:38,purchase,completed
28621,3839,279,4400.64,CAD,2024-12-31 18:27:40,purchase,failed
28622,3773,335,807.74,EUR,2024-12-13 12:01:51,purchase,completed
28623,5962,,3660.23,AUD,2024-10-15 20:04:11,transfer,completed
28624,5103,209,306.75,CAD,2024-09-19 23:52:26,purchase,completed
28625,2934,,2442.5,AUD,2024-10-26 09:17:44,transfer,failed
28626,1943,,4725.43,GBP,2024-02-05 01:32:06,transfer,completed
28627,361,657,2635.84,EUR,2024-12-26 20:39:17,purchase,completed
28628,1412,170,4626.62,GBP,2024-08-10 23:37:29,purchase,completed
28629,4018,238,697.32,CAD,2024-05-04 09:01:00,purchase,completed
28630,453,293,63.16,CAD,2024-11-05 23:42:16,purchase,completed
28631,5498,106,2188.7,GBP,2024-12-23 00:49:53,purchase,completed
28632,4553,469,3704.35,EUR,2024-12-22 02:57:00,purchase,completed
28633,3685,427,1578.06,EUR,2024-12-26 22:57:14,purchase,completed
28634,3230,299,571.09,EUR,2024-09-16 04:53:14,purchase,completed
28635,2913,309,934.0,EUR,2024-12-06 05:53:46,purchase,completed
28636,78,121,4436.47,GBP,2024-11-19 22:30:33,purchase,completed
28637,1449,386,2116.67,CAD,2024-03-25 12:25:58,purchase,failed
28638,5507,601,3529.48,EUR,2024-12-21 13:24:12,purchase,completed
28639,5736,342,4651.55,EUR,2024-12-20 11:19:09,purchase,completed
28640,2410,616,3199.06,EUR,2024-11-29 01:03:02,purchase,completed
28641,5709,,4171.6,GBP,2024-12-02 21:12:37,transfer,completed
28642,3887,293,4671.3,CAD,2024-11-23 22:51:47,purchase,failed
28643,2550,631,1618.63,EUR,2023-09-12 15:55:50,purchase,completed
28644,4530,,3189.84,EUR,2024-06-27 00:26:23,transfer,completed
28645,166,682,3879.52,CAD,2024-09-27 20:37:08,purchase,completed
28646,4349,529,3281.25,CAD,2024-09-08 07:56:30,purchase,completed
28647,2934,340,3028.33,AUD,2024-10-02 22:32:40,purchase,completed
28648,4238,,2120.59,EUR,2024-07-26 00:33:43,transfer,failed
28649,4449,74,1627.1,AUD,2024-10-30 20:25:29,purchase,completed
28650,2838,517,4335.92,EUR,2024-11-27 00:36:17,purchase,completed
28651,2198,,2128.04,CAD,2024-07-04 18:32:04,transfer,completed
28652,2057,153,1467.03,GBP,2024-09-29 08:04:42,purchase,failed
28653,2722,456,1128.25,GBP,2024-08-21 21:30:07,purchase,completed
28654,1828,515,1302.73,EUR,2024-06-06 10:08:23,purchase,completed
28655,3539,,3369.01,GBP,2024-06-14 23:41:46,transfer,completed
28656,4414,492,4315.24,AUD,2024-05-26 03:12:27,purchase,completed
28657,3823,223,2155.52,EUR,2024-12-20 10:23:19,purchase,completed
28658,254,800,242.88,CAD,2024-08-26 04:36:11,refund,completed
28659,4387,,2776.59,CAD,2024-10-02 08:07:13,transfer,completed
28660,1366,483,3796.31,EUR,2024-12-19 21:09:30,purchase,completed
28661,3671,392,325.35,CAD,2024-12-30 07:19:54,purchase,completed
28662,3359,776,720.04,AUD,2024-12-31 22:17:33,purchase,completed
28663,4563,187,2185.14,AUD,2024-06-23 23:20:12,purchase,completed
28664,3972,471,205.78,CAD,2024-10-22 18:08:54,purchase,completed
28665,4235,,1301.03,GBP,2024-07-22 06:21:51,transfer,completed
28666,2520,96,3519.69,GBP,2024-12-29 14:22:54,purchase,completed
28667,1896,29,1942.05,AUD,2024-09-07 05:25:37,purchase,completed
28668,991,392,106.23,AUD,2024-12-30 03:47:58,refund,failed
28669,3448,431,1050.78,EUR,2024-10-10 01:35:42,purchase,pending
28670,790,,963.37,EUR,2024-05-17 11:52:40,transfer,completed
28671,308,214,3956.32,EUR,2024-12-31 06:30:38,purchase,failed
28672,4141,344,2690.41,EUR,2024-12-31 01:41:46,purchase,completed
28673,5805,721,214.79,GBP,2024-07-28 00:12:14,refund,completed
28674,5709,505,3152.43,GBP,2024-11-19 09:35:52,purchase,completed
28675,1415,578,4428.77,GBP,2024-10-17 08:40:19,purchase,completed
28676,5981,,2628.49,EUR,2024-12-22 08:44:25,transfer,completed
28677,2943,252,1647.27,GBP,2024-11-15 04:54:35,purchase,completed
28678,4095,580,345.87,EUR,2024-12-23 23:10:39,purchase,completed
28679,525,115,1579.71,EUR,2024-10-26 14:09:54,purchase,pending
28680,3331,750,4309.05,CAD,2024-11-30 07:11:32,purchase,completed
28681,4853,541,1622.31,CAD,2024-09-15 17:54:13,purchase,failed
28682,5059,302,3574.47,EUR,2024-10-04 22:42:40,purchase,pending
28683,2183,169,960.15,EUR,2024-05-05 00:42:47,purchase,completed
28684,3638,120,1793.79,AUD,2024-03-30 16:37:56,purchase,completed
28685,5693,518,245.52,EUR,2024-12-21 22:00:39,refund,completed
28686,2163,508,969.83,EUR,2024-12-08 07:44:15,purchase,completed
28687,5889,74,3516.22,AUD,2024-06-04 00:26:10,purchase,completed
28688,424,787,1418.33,EUR,2024-04-18 18:45:00,purchase,failed
28689,421,134,1527.05,EUR,2024-12-21 03:18:47,purchase,completed
28690,1560,314,3158.39,CAD,2024-12-03 09:37:12,purchase,completed
28691,4113,133,879.63,AUD,2024-07-26 00:21:44,purchase,completed
28692,4725,412,1814.86,EUR,2024-12-31 01:58:19,purchase,failed
28693,1460,673,3608.87,GBP,2024-10-20 05:57:55,purchase,completed
28694,1128,18,2033.08,EUR,2024-02-12 23:15:56,purchase,completed
28695,5818,,2882.32,AUD,2024-09-07 20:32:38,transfer,completed
28696,3935,445,2550.14,AUD,2024-12-27 03:05:55,purchase,completed
28697,1046,158,196.97,EUR,2024-12-30 12:15:58,refund,completed
28698,2578,,4922.06,EUR,2022-12-23 18:54:13,transfer,completed
28699,5114,430,1913.36,GBP,2024-11-03 04:09:49,purchase,completed
28700,2323,179,3165.17,GBP,2024-10-14 17:40:27,purchase,completed
28701,4315,461,1841.55,CAD,2024-10-30 06:08:42,purchase,completed
28702,1980,742,3974.54,GBP,2024-12-09 10:44:43,purchase,completed
28703,4984,,330.84,EUR,2024-05-17 02:53:16,transfer,completed
28704,606,321,3613.21,GBP,2024-09-16 05:51:15,purchase,completed
28705,1413,,3438.05,EUR,2024-12-20 19:44:59,transfer,completed
28706,1675,335,2681.22,AUD,2024-11-27 09:16:18,purchase,completed
28707,2402,365,3421.82,AUD,2024-12-24 22:59:16,purchase,completed
28708,3147,133,622.88,EUR,2024-12-24 04:51:58,purchase,completed
28709,5922,,3768.79,EUR,2024-04-22 02:19:25,transfer,completed
28710,5770,2,3687.82,EUR,2024-12-28 06:15:43,purchase,completed
28711,582,,4071.64,CAD,2024-01-20 21:29:21,transfer,completed
28712,4778,653,4155.99,GBP,2024-10-22 16:35:58,purchase,completed
28713,3673,4,2605.73,EUR,2024-12-19 12:44:03,purchase,completed
28714,573,442,918.59,CAD,2024-12-08 09:17:47,purchase,failed
28715,2103,498,488.98,EUR,2024-09-07 09:52:05,purchase,completed
28716,1468,747,1243.4,EUR,2024-12-01 14:00:40,purchase,completed
28717,1054,449,1895.67,CAD,2024-06-27 07:06:24,purchase,completed
28718,1594,231,1209.27,EUR,2024-11-01 03:56:06,purchase,completed
28719,5076,198,4054.32,EUR,2024-08-13 03:41:33,purchase,completed
28720,2289,677,135.56,CAD,2024-09-06 16:04:36,purchase,completed
28721,2705,242,1407.82,GBP,2024-08-30 04:15:25,purchase,failed
28722,4126,83,4980.81,EUR,2024-12-30 10:15:32,purchase,completed
28723,4387,,3607.36,CAD,2024-11-19 19:49:53,transfer,completed
28724,1641,243,3472.9,GBP,2024-12-08 06:31:10,purchase,pending
28725,4401,706,4197.46,AUD,2024-09-09 15:25:06,purchase,pending
28726,5102,341,4918.83,CAD,2024-12-31 14:58:50,purchase,completed
28727,3187,,1296.47,CAD,2024-09-14 14:58:03,transfer,completed
28728,1366,196,1950.07,EUR,2024-12-28 00:01:45,purchase,completed
28729,1304,620,976.35,GBP,2024-11-20 02:31:08,purchase,completed
28730,5362,8,4694.56,EUR,2024-02-01 03:51:57,purchase,completed
28731,4574,534,2712.85,EUR,2024-09-11 02:04:17,purchase,completed
28732,870,435,4887.69,GBP,2024-12-24 00:44:35,purchase,completed
